product,content,date_time,sentiments
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-01 20:35:52,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-13 04:22:18,t
OnePlus,The camera on the OnePlus is disappointing.,2016-07-15 22:48:35,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-17 20:51:35,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-15 00:53:18,t
iPhone,Really happy with the performance of my new iPhone.,2016-09-10 07:43:16,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-08 11:25:47,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-26 19:17:24,t
iPhone,My iPhone is slower than expected.,2016-07-12 06:45:57,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-17 11:07:45,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-19 18:23:09,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-30 00:21:28,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-29 22:39:18,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-16 11:32:52,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-16 20:18:38,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-26 11:11:03,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-26 05:00:51,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-12 16:40:51,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-25 19:09:56,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-18 09:13:11,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-28 03:42:37,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-25 05:54:07,t
iPhone,Just got my new iPhone! Loving it so far.,2016-07-24 04:45:11,t
iPhone,Battery life on the iPhone is excellent.,2016-09-23 07:59:05,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-27 03:51:53,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-29 08:48:03,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-26 03:07:51,t
OnePlus,My OnePlus is slower than expected.,2016-08-08 15:24:17,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-01 01:48:45,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-05 22:24:09,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-28 22:09:40,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-18 00:21:32,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-08-31 00:17:59,t
iPhone,Really happy with the performance of my new iPhone.,2016-07-16 03:29:56,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-10 20:33:15,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-30 23:56:23,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-06 00:31:28,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-20 02:52:36,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-19 10:51:19,t
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-17 01:36:09,t
iPhone,The camera quality on the iPhone is amazing.,2016-08-22 21:51:38,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-11 09:41:33,t
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-16 14:33:18,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-14 10:37:31,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 23:32:21,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-16 23:54:54,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-24 20:11:37,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-17 13:53:26,t
iPhone,Battery life on the iPhone is excellent.,2016-09-03 01:19:07,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-13 20:03:57,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-18 12:15:56,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-09-04 22:00:48,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-09-17 23:12:10,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-01 06:53:03,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-23 11:52:57,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-27 07:53:56,t
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-08-20 09:34:16,t
OnePlus,Battery life on the OnePlus is excellent.,2016-09-13 08:57:42,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-04 01:26:52,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-16 10:32:23,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-07-11 01:25:23,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-22 11:31:37,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-01 11:36:46,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-05 08:13:28,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-02 23:38:36,t
iPhone,My iPhone is slower than expected.,2016-08-27 21:00:05,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-18 00:26:04,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-08 05:00:41,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-05 23:08:35,t
iPhone,The iPhone has exceeded my expectations!,2016-07-17 12:12:53,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-12 06:24:31,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-05 21:09:08,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-23 05:02:06,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 09:56:53,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-14 13:02:46,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-08 17:41:05,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-10 17:52:54,t
OnePlus,The OnePlus has exceeded my expectations!,2016-09-20 05:51:06,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-03 18:56:50,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-02 01:15:36,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-29 18:58:42,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-09 23:59:18,t
iPhone,Why is my iPhone overheating?,2016-09-09 06:18:15,t
OnePlus,My OnePlus is slower than expected.,2016-09-06 08:57:22,t
Xiaomi,The Xiaomi is a great value for the price.,2016-09-18 23:44:37,t
iPhone,Battery life on the iPhone could be better.,2016-07-02 17:14:11,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-29 15:21:47,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-26 15:09:50,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-08 02:24:14,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-06 04:46:54,t
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-10 05:03:57,t
OnePlus,The OnePlus is a great value for the price.,2016-08-22 13:07:21,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-13 09:12:12,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-14 11:45:19,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-05 21:56:57,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-14 19:29:45,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-05 01:21:42,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-04 16:34:14,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-25 04:22:34,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-16 02:15:51,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-06 22:53:05,t
iPhone,The iPhone has exceeded my expectations!,2016-09-16 20:35:43,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-04 05:23:42,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-02 21:34:44,t
iPhone,The camera on the iPhone is disappointing.,2016-09-19 12:00:09,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-30 23:27:35,t
Google Pixel,My Google Pixel is slower than expected.,2016-07-17 12:26:47,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-01 21:39:12,t
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-03 12:44:38,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-19 00:47:12,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-25 14:22:17,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-31 14:06:47,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-13 16:53:05,t
iPhone,The camera quality on the iPhone is amazing.,2016-07-20 14:22:33,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-05 23:00:10,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-20 23:02:39,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-05 00:32:31,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-27 16:33:05,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-17 18:32:40,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-28 06:02:46,t
OnePlus,The camera on the OnePlus is disappointing.,2016-08-28 10:26:53,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-06 16:56:50,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-13 05:00:35,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-25 17:06:50,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-17 16:09:19,t
iPhone,The iPhone is really sleek and fast.,2016-07-02 07:36:32,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-06 22:55:35,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-08 05:07:41,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-29 12:16:26,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-08 06:52:50,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-10 22:11:15,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-30 12:20:57,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-12 23:27:26,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-12 19:23:07,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-27 12:30:06,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-31 17:58:04,t
iPhone,My iPhone runs all my apps smoothly.,2016-09-18 08:27:37,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-09 06:01:59,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-03 06:19:12,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-25 11:42:51,t
OnePlus,Battery life on the OnePlus could be better.,2016-07-23 10:16:20,t
iPhone,Battery life on the iPhone is excellent.,2016-09-25 20:07:38,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-20 00:19:06,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-11 10:29:26,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-15 12:17:56,t
iPhone,Just got my new iPhone! Loving it so far.,2016-07-27 00:22:13,t
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-13 23:47:35,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-29 05:20:21,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-07 02:29:52,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-15 14:01:09,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-15 11:05:23,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-01 14:24:33,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-18 12:41:15,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-25 02:29:50,t
OnePlus,Why is my OnePlus overheating?,2016-09-18 13:57:14,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-17 09:10:08,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-29 07:53:08,t
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-19 20:37:25,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-16 00:55:12,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-09 13:37:04,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-12 12:27:10,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-03 01:25:22,t
Xiaomi,Why is my Xiaomi overheating?,2016-08-04 16:50:12,t
iPhone,Why is my iPhone overheating?,2016-09-10 07:18:18,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-15 20:25:41,t
OnePlus,The OnePlus is a great value for the price.,2016-07-10 02:28:41,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-16 12:49:40,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-12 16:42:25,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-09 11:55:16,t
OnePlus,Battery life on the OnePlus could be better.,2016-09-23 13:37:24,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-22 10:19:49,t
Google Pixel,The Google Pixel is a great value for the price.,2016-07-20 05:05:31,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-30 03:12:44,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-20 14:55:02,t
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-23 08:10:23,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-13 12:29:36,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-01 22:58:48,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-27 11:42:08,t
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-20 12:24:58,t
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-20 09:19:52,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-20 18:03:04,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-06 16:18:18,t
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-29 14:49:54,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-19 14:42:05,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-03 19:03:39,t
iPhone,The iPhone is a great value for the price.,2016-07-24 06:26:10,t
iPhone,The camera on the iPhone is disappointing.,2016-08-26 22:15:39,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-22 21:03:54,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-28 18:47:33,t
OnePlus,The OnePlus is a great value for the price.,2016-08-05 05:25:02,t
Google Pixel,The Google Pixel is a great value for the price.,2016-09-06 22:41:05,t
OnePlus,Why is my OnePlus overheating?,2016-09-06 17:56:24,t
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-09 18:16:37,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-07 22:40:51,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-14 09:09:50,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-19 15:48:39,t
OnePlus,The OnePlus is really sleek and fast.,2016-08-05 17:01:50,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-01 17:10:12,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-03 19:44:38,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-05 20:52:05,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-12 21:36:29,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-09 06:36:36,t
Google Pixel,Why is my Google Pixel overheating?,2016-08-13 10:59:23,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-29 03:04:11,t
iPhone,Battery life on the iPhone could be better.,2016-08-07 10:32:43,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-02 15:07:27,t
OnePlus,Why is my OnePlus overheating?,2016-07-13 05:32:41,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-07 20:16:20,t
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-08 05:30:40,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-24 16:55:14,t
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-14 07:15:48,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-20 10:58:16,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-21 17:28:11,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-24 13:27:30,t
iPhone,Battery life on the iPhone could be better.,2016-07-26 18:08:50,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-12 04:06:11,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-17 19:26:23,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-27 16:38:04,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-15 12:22:26,t
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-17 23:58:35,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-01 22:12:15,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-23 04:47:41,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-17 14:35:11,t
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-23 02:05:40,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-17 04:22:13,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-06 12:44:44,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-16 09:06:32,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-24 21:38:44,t
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-14 04:06:16,t
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-20 00:29:33,t
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-18 04:27:00,t
OnePlus,The OnePlus is a great value for the price.,2016-09-27 22:19:38,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-18 23:31:51,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-05 02:00:11,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-17 06:32:43,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-01 15:33:29,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-20 16:45:02,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-27 20:52:03,t
iPhone,The iPhone is a great value for the price.,2016-08-12 11:45:44,t
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-07 11:16:45,t
OnePlus,The OnePlus is really sleek and fast.,2016-09-24 09:09:14,t
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-26 22:33:25,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-07 17:32:54,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-28 22:27:55,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-14 20:24:40,t
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 05:36:11,t
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-13 11:50:50,t
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-01 12:35:09,t
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-26 09:12:12,t
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-09 09:20:03,t
Google Pixel,My Google Pixel is slower than expected.,2016-08-11 23:10:09,t
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-21 18:40:54,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-21 02:17:52,t
iPhone,Battery life on the iPhone is excellent.,2016-08-21 02:15:12,t
iPhone,My iPhone is slower than expected.,2016-09-07 12:03:19,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-08 10:31:03,t
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-03 21:42:32,t
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-19 04:26:36,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-18 09:59:46,t
iPhone,Battery life on the iPhone is excellent.,2016-09-03 03:18:17,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-07 02:24:17,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-03 06:04:55,t
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-01 16:25:49,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-03 05:28:32,t
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-25 13:52:17,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-04 02:57:52,t
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-08-02 16:12:07,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-09 06:03:51,t
Google Pixel,The Google Pixel is a great value for the price.,2016-08-06 17:03:05,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-08 05:50:35,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-22 19:23:45,t
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-26 07:50:58,t
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-02 03:54:53,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-18 13:17:58,t
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-11 07:06:23,t
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-14 20:43:06,t
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-24 03:13:17,t
iPhone,The iPhone is really sleek and fast.,2016-07-22 09:04:51,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-07 05:45:48,t
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-24 05:16:00,t
iPhone,My iPhone runs all my apps smoothly.,2016-07-18 08:11:48,t
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-09 17:08:30,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-07 18:36:30,t
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-14 06:01:43,t
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-25 06:12:40,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-13 17:55:41,t
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-21 18:17:03,t
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-07 13:52:42,t
Google Pixel,The Google Pixel is a great value for the price.,2016-08-16 07:48:34,t
OnePlus,Battery life on the OnePlus is excellent.,2016-09-29 22:13:54,t
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-01 06:24:51,t
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-21 21:30:38,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-12 07:59:47,t
iPhone,Battery life on the iPhone is excellent.,2016-09-27 09:14:00,t
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-20 05:59:40,t
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-21 18:56:16,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-17 05:21:43,t
iPhone,Really happy with the performance of my new iPhone.,2016-08-15 02:45:30,t
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-17 11:05:25,t
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-04 03:44:28,t
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-12 04:07:08,t
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 00:54:03,t
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-16 11:57:00,t
iPhone,The iPhone has exceeded my expectations!,2016-08-18 12:10:03,t
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-25 19:48:55,t
iPhone,Why is my iPhone overheating?,2016-07-28 16:16:11,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-26 03:06:44,t
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-25 05:50:38,t
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-14 05:42:09,t
iPhone,The iPhone has exceeded my expectations!,2016-09-25 06:36:17,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-25 22:09:16,t
Google Pixel,My Google Pixel is slower than expected.,2016-09-27 16:43:26,t
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-28 22:02:47,t
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-23 06:33:39,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-27 11:34:13,t
iPhone,The camera quality on the iPhone is amazing.,2016-09-12 02:40:20,t
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-11 14:25:04,t
OnePlus,The OnePlus has exceeded my expectations!,2016-07-13 22:01:05,t
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-28 06:34:56,t
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-18 23:35:11,t
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-12 12:38:52,t
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-21 09:11:09,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-11 17:09:34,t
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-11 02:07:18,t
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-17 12:44:14,t
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 08:49:17,t
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-25 14:50:40,t
Google Pixel,Why is my Google Pixel overheating?,2016-07-16 03:28:26,t
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-27 15:55:36,t
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-14 01:02:39,t
Xiaomi,My Xiaomi is slower than expected.,2016-08-16 19:01:52,t
Xiaomi,My Xiaomi is slower than expected.,2016-07-12 01:20:35,t
iPhone,Battery life on the iPhone could be better.,2016-09-15 07:43:24,t
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-03 09:05:38,t
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-18 09:50:31,t
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-03 03:22:34,t
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-21 23:07:36,t
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-05 20:59:39,t
