product,content,date_time
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-05 23:08:35
iPhone,The iPhone has exceeded my expectations!,2016-07-17 12:12:53
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-12 06:24:31
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-05 21:09:08
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-23 05:02:06
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 09:56:53
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-14 13:02:46
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-08 17:41:05
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-10 17:52:54
OnePlus,The OnePlus has exceeded my expectations!,2016-09-20 05:51:06
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-03 18:56:50
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-02 01:15:36
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-29 18:58:42
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-09 23:59:18
iPhone,Why is my iPhone overheating?,2016-09-09 06:18:15
OnePlus,My OnePlus is slower than expected.,2016-09-06 08:57:22
Xiaomi,The Xiaomi is a great value for the price.,2016-09-18 23:44:37
iPhone,Battery life on the iPhone could be better.,2016-07-02 17:14:11
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-29 15:21:47
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-26 15:09:50
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-08 02:24:14
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-06 04:46:54
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-10 05:03:57
OnePlus,The OnePlus is a great value for the price.,2016-08-22 13:07:21
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-13 09:12:12
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-14 11:45:19
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-05 21:56:57
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-14 19:29:45
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-05 01:21:42
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-04 16:34:14
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-25 04:22:34
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-16 02:15:51
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-06 22:53:05
iPhone,The iPhone has exceeded my expectations!,2016-09-16 20:35:43
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-04 05:23:42
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-02 21:34:44
iPhone,The camera on the iPhone is disappointing.,2016-09-19 12:00:09
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-30 23:27:35
Google Pixel,My Google Pixel is slower than expected.,2016-07-17 12:26:47
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-01 21:39:12
iPhone,Having some issues with my iPhone. Anyone else?,2016-09-03 12:44:38
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-19 00:47:12
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-09-25 14:22:17
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-31 14:06:47
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-13 16:53:05
iPhone,The camera quality on the iPhone is amazing.,2016-07-20 14:22:33
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-08-05 23:00:10
Google Pixel,Why is my Google Pixel overheating?,2016-08-20 23:02:39
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-05 00:32:31
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-27 16:33:05
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-17 18:32:40
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-28 06:02:46
OnePlus,The camera on the OnePlus is disappointing.,2016-08-28 10:26:53
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-06 16:56:50
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-13 05:00:35
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-25 17:06:50
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-17 16:09:19
iPhone,The iPhone is really sleek and fast.,2016-07-02 07:36:32
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-06 22:55:35
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-08 05:07:41
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-29 12:16:26
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-09-08 06:52:50
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-07-10 22:11:15
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-30 12:20:57
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-12 23:27:26
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-12 19:23:07
Google Pixel,My Google Pixel is slower than expected.,2016-08-27 12:30:06
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-31 17:58:04
iPhone,My iPhone runs all my apps smoothly.,2016-09-18 08:27:37
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-09 06:01:59
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-08-03 06:19:12
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-25 11:42:51
OnePlus,Battery life on the OnePlus could be better.,2016-07-23 10:16:20
iPhone,Battery life on the iPhone is excellent.,2016-09-25 20:07:38
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-20 00:19:06
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-11 10:29:26
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-15 12:17:56
iPhone,Just got my new iPhone! Loving it so far.,2016-07-27 00:22:13
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-13 23:47:35
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-29 05:20:21
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-07 02:29:52
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-15 14:01:09
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-15 11:05:23
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-01 14:24:33
OnePlus,The OnePlus has exceeded my expectations!,2016-07-18 12:41:15
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-08-25 02:29:50
OnePlus,Why is my OnePlus overheating?,2016-09-18 13:57:14
Google Pixel,The Google Pixel is a great value for the price.,2016-07-17 09:10:08
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-29 07:53:08
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-19 20:37:25
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-09-16 00:55:12
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-09 13:37:04
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-09-12 12:27:10
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-03 01:25:22
Xiaomi,Why is my Xiaomi overheating?,2016-08-04 16:50:12
iPhone,Why is my iPhone overheating?,2016-09-10 07:18:18
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-15 20:25:41
OnePlus,The OnePlus is a great value for the price.,2016-07-10 02:28:41
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-16 12:49:40
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-12 16:42:25
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-09 11:55:16
OnePlus,Battery life on the OnePlus could be better.,2016-09-23 13:37:24
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-22 10:19:49
Google Pixel,The Google Pixel is a great value for the price.,2016-07-20 05:05:31
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-30 03:12:44
Google Pixel,Why is my Google Pixel overheating?,2016-08-20 14:55:02
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-23 08:10:23
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-13 12:29:36
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-01 22:58:48
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-27 11:42:08
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-07-20 12:24:58
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-20 09:19:52
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-20 18:03:04
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-06 16:18:18
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-29 14:49:54
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-19 14:42:05
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-03 19:03:39
iPhone,The iPhone is a great value for the price.,2016-07-24 06:26:10
iPhone,The camera on the iPhone is disappointing.,2016-08-26 22:15:39
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-22 21:03:54
Google Pixel,Why is my Google Pixel overheating?,2016-07-28 18:47:33
OnePlus,The OnePlus is a great value for the price.,2016-08-05 05:25:02
Google Pixel,The Google Pixel is a great value for the price.,2016-09-06 22:41:05
OnePlus,Why is my OnePlus overheating?,2016-09-06 17:56:24
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-09 18:16:37
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-07 22:40:51
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-14 09:09:50
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-19 15:48:39
OnePlus,The OnePlus is really sleek and fast.,2016-08-05 17:01:50
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-01 17:10:12
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-03 19:44:38
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-07-05 20:52:05
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-12 21:36:29
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-09 06:36:36
Google Pixel,Why is my Google Pixel overheating?,2016-08-13 10:59:23
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-29 03:04:11
iPhone,Battery life on the iPhone could be better.,2016-08-07 10:32:43
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-02 15:07:27
OnePlus,Why is my OnePlus overheating?,2016-07-13 05:32:41
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-08-07 20:16:20
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-08 05:30:40
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-24 16:55:14
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-14 07:15:48
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-20 10:58:16
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-21 17:28:11
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-24 13:27:30
iPhone,Battery life on the iPhone could be better.,2016-07-26 18:08:50
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-12 04:06:11
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-17 19:26:23
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-27 16:38:04
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-08-15 12:22:26
Xiaomi,The Xiaomi has exceeded my expectations!,2016-07-17 23:58:35
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-01 22:12:15
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-23 04:47:41
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-17 14:35:11
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-23 02:05:40
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-08-17 04:22:13
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-06 12:44:44
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-16 09:06:32
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-24 21:38:44
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-14 04:06:16
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-20 00:29:33
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-07-18 04:27:00
OnePlus,The OnePlus is a great value for the price.,2016-09-27 22:19:38
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-18 23:31:51
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-05 02:00:11
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-17 06:32:43
iPhone,My iPhone runs all my apps smoothly.,2016-07-01 15:33:29
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-20 16:45:02
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-08-27 20:52:03
iPhone,The iPhone is a great value for the price.,2016-08-12 11:45:44
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-07 11:16:45
OnePlus,The OnePlus is really sleek and fast.,2016-09-24 09:09:14
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-09-26 22:33:25
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-07 17:32:54
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-28 22:27:55
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-08-14 20:24:40
Xiaomi,Why is my Xiaomi overheating?,2016-09-16 05:36:11
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-13 11:50:50
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-01 12:35:09
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-26 09:12:12
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-09 09:20:03
Google Pixel,My Google Pixel is slower than expected.,2016-08-11 23:10:09
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-08-21 18:40:54
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-21 02:17:52
iPhone,Battery life on the iPhone is excellent.,2016-08-21 02:15:12
iPhone,My iPhone is slower than expected.,2016-09-07 12:03:19
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-08 10:31:03
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-03 21:42:32
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-08-19 04:26:36
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-18 09:59:46
iPhone,Battery life on the iPhone is excellent.,2016-09-03 03:18:17
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-07 02:24:17
Xiaomi,My Xiaomi is slower than expected.,2016-08-03 06:04:55
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-01 16:25:49
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-03 05:28:32
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-25 13:52:17
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-04 02:57:52
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-08-02 16:12:07
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-09 06:03:51
Google Pixel,The Google Pixel is a great value for the price.,2016-08-06 17:03:05
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-09-08 05:50:35
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-22 19:23:45
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-26 07:50:58
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-02 03:54:53
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-18 13:17:58
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-11 07:06:23
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-09-14 20:43:06
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-24 03:13:17
iPhone,The iPhone is really sleek and fast.,2016-07-22 09:04:51
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-07 05:45:48
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-24 05:16:00
iPhone,My iPhone runs all my apps smoothly.,2016-07-18 08:11:48
iPhone,I'm impressed with the build quality of the iPhone.,2016-07-09 17:08:30
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-07 18:36:30
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-09-14 06:01:43
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-07-25 06:12:40
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-13 17:55:41
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-21 18:17:03
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-07 13:52:42
Google Pixel,The Google Pixel is a great value for the price.,2016-08-16 07:48:34
OnePlus,Battery life on the OnePlus is excellent.,2016-09-29 22:13:54
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-01 06:24:51
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-21 21:30:38
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-12 07:59:47
iPhone,Battery life on the iPhone is excellent.,2016-09-27 09:14:00
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-20 05:59:40
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-09-21 18:56:16
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-17 05:21:43
iPhone,Really happy with the performance of my new iPhone.,2016-08-15 02:45:30
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-17 11:05:25
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-04 03:44:28
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-12 04:07:08
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-24 00:54:03
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-16 11:57:00
iPhone,The iPhone has exceeded my expectations!,2016-08-18 12:10:03
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-25 19:48:55
iPhone,Why is my iPhone overheating?,2016-07-28 16:16:11
Google Pixel,My Google Pixel is slower than expected.,2016-09-26 03:06:44
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-25 05:50:38
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-14 05:42:09
iPhone,The iPhone has exceeded my expectations!,2016-09-25 06:36:17
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-25 22:09:16
Google Pixel,My Google Pixel is slower than expected.,2016-09-27 16:43:26
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-09-28 22:02:47
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-23 06:33:39
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-27 11:34:13
iPhone,The camera quality on the iPhone is amazing.,2016-09-12 02:40:20
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-11 14:25:04
OnePlus,The OnePlus has exceeded my expectations!,2016-07-13 22:01:05
Google Pixel,The Google Pixel is really sleek and fast.,2016-08-28 06:34:56
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-08-18 23:35:11
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-12 12:38:52
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-21 09:11:09
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-11 17:09:34
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-11 02:07:18
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-17 12:44:14
Xiaomi,The Xiaomi is a great value for the price.,2016-07-30 08:49:17
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-25 14:50:40
Google Pixel,Why is my Google Pixel overheating?,2016-07-16 03:28:26
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-27 15:55:36
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-14 01:02:39
Xiaomi,My Xiaomi is slower than expected.,2016-08-16 19:01:52
Xiaomi,My Xiaomi is slower than expected.,2016-07-12 01:20:35
iPhone,Battery life on the iPhone could be better.,2016-09-15 07:43:24
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-03 09:05:38
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-18 09:50:31
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-03 03:22:34
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-21 23:07:36
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-05 20:59:39
Xiaomi,My Xiaomi is slower than expected.,2016-08-10 15:02:30
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-19 07:39:03
Google Pixel,The Google Pixel has exceeded my expectations!,2016-07-03 20:37:07
iPhone,The iPhone has exceeded my expectations!,2016-08-07 15:41:36
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-20 22:20:21
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-07-18 14:26:52
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-26 17:33:42
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-25 01:02:45
Google Pixel,My Google Pixel is slower than expected.,2016-08-15 14:17:29
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-01 19:24:03
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-09-17 04:21:07
iPhone,The camera quality on the iPhone is amazing.,2016-08-22 00:08:17
Google Pixel,Why is my Google Pixel overheating?,2016-07-02 00:35:55
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-15 13:44:24
Google Pixel,Why is my Google Pixel overheating?,2016-07-26 02:21:26
iPhone,The camera on the iPhone is disappointing.,2016-09-19 04:28:00
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-20 14:02:49
Google Pixel,The camera on the Google Pixel is disappointing.,2016-07-28 18:57:22
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-11 10:17:27
OnePlus,Why is my OnePlus overheating?,2016-09-21 11:23:49
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-25 20:53:21
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-25 01:33:48
OnePlus,The OnePlus has exceeded my expectations!,2016-08-19 11:04:59
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-08-30 23:11:32
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-13 03:01:31
OnePlus,Battery life on the OnePlus could be better.,2016-08-16 11:49:25
iPhone,Why is my iPhone overheating?,2016-08-10 07:26:51
iPhone,The display on the iPhone is so vibrant and clear.,2016-08-21 21:19:34
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-27 23:54:59
iPhone,Battery life on the iPhone could be better.,2016-08-24 21:50:07
iPhone,The camera quality on the iPhone is amazing.,2016-07-19 02:14:04
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-29 04:53:19
iPhone,The iPhone is a great value for the price.,2016-08-05 05:50:15
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-03 21:25:55
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-06 08:53:44
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-16 09:58:46
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-01 16:06:24
Xiaomi,Battery life on the Xiaomi is excellent.,2016-09-28 12:53:04
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-25 12:02:27
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-15 13:07:12
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-23 10:20:52
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-06 05:19:05
Google Pixel,Why is my Google Pixel overheating?,2016-09-12 06:22:51
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-29 10:53:02
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-03 01:37:51
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-09-10 06:32:04
iPhone,The iPhone has exceeded my expectations!,2016-09-15 17:03:25
OnePlus,Battery life on the OnePlus is excellent.,2016-07-17 05:58:26
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-27 05:11:56
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-07 17:08:13
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-01 19:58:11
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-08 04:01:58
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-18 21:14:33
OnePlus,The OnePlus is really sleek and fast.,2016-08-09 14:03:51
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-05 06:08:33
iPhone,The iPhone has exceeded my expectations!,2016-07-15 07:22:05
iPhone,Battery life on the iPhone could be better.,2016-09-01 14:30:40
iPhone,The iPhone is really sleek and fast.,2016-07-12 20:59:51
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-05 22:31:37
OnePlus,Why is my OnePlus overheating?,2016-07-23 04:40:03
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-24 20:44:06
iPhone,My iPhone runs all my apps smoothly.,2016-07-30 18:57:09
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-09-19 01:17:13
OnePlus,Battery life on the OnePlus could be better.,2016-09-25 16:06:00
Google Pixel,Why is my Google Pixel overheating?,2016-07-10 14:27:48
Google Pixel,The Google Pixel has exceeded my expectations!,2016-08-20 14:48:38
iPhone,The camera on the iPhone is disappointing.,2016-09-12 01:02:39
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-07-06 13:39:23
OnePlus,The OnePlus is really sleek and fast.,2016-09-09 19:22:29
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-08-04 13:02:19
OnePlus,Why is my OnePlus overheating?,2016-07-18 01:50:29
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-06 04:01:11
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-12 01:26:11
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-02 00:26:48
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-08-11 03:29:33
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-25 07:04:46
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-26 06:09:29
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-23 04:43:28
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-07-04 02:43:58
Google Pixel,The Google Pixel is a great value for the price.,2016-07-28 05:06:42
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-08 01:24:13
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-19 14:29:51
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-13 00:29:34
iPhone,Not too impressed with the iPhone. Expected more.,2016-09-02 18:58:21
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-05 12:06:56
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-08-17 14:49:26
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-02 14:35:57
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-26 04:11:21
